id,t,y,x1,x2,x3
17,4,7.274819989,19,361,50
17,5,7.16519321,20,400,51
17,6,7.845431661,21,441,46
17,7,7.656290841,22,484,47
18,1,7.171342561,25,625,47
18,2,7.85350273,26,676,46
18,3,7.72221429,27,729,47
18,4,8.273700374,28,784,47
18,5,8.089883383,29,841,47
18,6,8.681945752,30,900,48
18,7,7.912030061,31,961,47
19,1,6.632137323,40,1600,37
19,2,6.903736475,41,1681,49
19,3,7.484408181,42,1764,50
19,4,7.041603554,43,1849,47
19,5,6.866264176,44,1936,47
19,6,7.818832347,45,2025,25
19,7,7.653517328,46,2116,40
20,1,7.65602576,25,625,50
20,2,7.338643219,26,676,49
20,3,7.883003363,27,729,49
20,4,7.322621676,28,784,48
20,5,7.432169247,29,841,48
20,6,7.496785459,30,900,49
20,7,7.557069896,31,961,48
21,1,6.697495172,28,784,42
21,2,6.992095766,29,841,46
21,3,6.698690928,30,900,49
21,4,7.168604076,31,961,49
21,5,6.409881012,32,1024,48
21,6,7.323238928,33,1089,45
21,7,6.791663133,34,1156,42
22,1,7.36318536,20,400,46
22,2,6.650373394,21,441,45
22,3,6.768690718,22,484,44
22,4,6.909576322,23,529,46
22,5,7.714349731,24,576,47
22,6,7.340354765,25,625,51
22,7,7.296300309,26,676,47
23,1,7.299470054,11,121,50
23,2,6.924625956,12,144,50
23,3,7.662433254,13,169,51
23,4,8.274420988,14,196,50
23,5,8.361014114,15,225,48
23,6,9.018524708,16,256,47
23,7,8.325868378,17,289,50
24,1,5.613404727,5,25,30
24,2,5.716853335,6,36,51
24,3,5.724821013,7,49,51
24,4,6.235229789,8,64,52
24,5,5.958015179,9,81,49
24,6,6.071505272,10,100,51
24,7,6.065796626,11,121,50
25,1,6.849186794,8,64,37
25,2,6.985802454,9,81,39
25,3,6.883788747,10,100,40
25,4,6.995437974,11,121,38
25,5,6.938308437,12,144,38
25,6,7.392450649,13,169,39
25,7,7.180879458,14,196,41
26,1,6.905407536,14,196,48
26,2,7.19932121,15,225,47
26,3,6.957856974,16,256,49
26,4,7.822873202,17,289,48
26,5,7.772115487,18,324,47
26,6,8.381250859,19,361,47
26,7,8.157835011,20,400,48
27,1,6.951469417,8,64,50
27,2,7.22785959,9,81,52
27,3,7.868068611,10,100,48
27,4,7.607619317,11,121,50
27,5,7.475256701,12,144,50
27,6,6.969488182,13,169,45
27,7,7.864905475,14,196,23
28,1,7.371663177,26,676,50
28,2,6.708695123,27,729,50
28,3,7.558424754,28,784,50
28,4,7.495321308,29,841,50
28,5,6.935941193,30,900,50
28,6,7.706021099,31,961,49
28,7,7.485406559,32,1024,49
29,1,7.336426697,31,961,49
29,2,7.050358666,32,1024,49
29,3,7.305163587,33,1089,49
29,4,8.299090022,34,1156,49
29,5,8.549829147,35,1225,50
29,6,7.985447494,36,1296,49
29,7,8.097893291,37,1369,49
30,1,6.780276609,17,289,47
30,2,6.758746817,18,324,47
30,3,6.890516983,19,361,48
30,4,6.478179837,20,400,49
30,5,7.426948946,21,441,49
30,6,6.987839026,22,484,45
30,7,7.316143286,23,529,49
31,1,7.900235844,22,484,48
31,2,7.060314444,23,529,48
31,3,8.044483699,24,576,48
31,4,7.244392905,25,625,47
31,5,7.734257912,26,676,43
31,6,8.495092593,27,729,47
31,7,8.22309612,28,784,45
32,1,7.672257442,30,900,50
32,2,7.54404997,31,961,49
32,3,7.974273877,32,1024,49
32,4,7.643025175,33,1089,48
32,5,7.913557971,34,1156,49
32,6,8.333885388,35,1225,47
32,7,8.374023789,36,1296,47
33,1,7.117575187,14,196,51
33,2,7.078938119,15,225,47
33,3,7.617370879,16,256,51
33,4,7.379391141,17,289,47
33,5,7.264644741,18,324,48
33,6,8.03895724,19,361,50
33,7,7.770261758,20,400,49
34,1,6.055977867,45,2025,48
34,2,6.006450319,46,2116,48
34,3,6.440394395,47,2209,48
34,4,6.147381164,48,2304,49
34,5,6.716157663,49,2401,50
34,6,6.83435723,50,2500,48
34,7,6.909197211,51,2601,46
35,1,7.112111805,8,64,30
35,2,7.471050641,9,81,49
35,3,6.542741844,10,100,48
35,4,7.043179962,11,121,49
35,5,7.487099886,12,144,34
35,6,7.458072797,13,169,48
35,7,7.671019102,14,196,45
36,1,7.419773069,15,225,52
36,2,6.800146791,16,256,47
36,3,7.715096412,17,289,50
36,4,7.515720572,18,324,50
36,5,7.493039164,19,361,48
36,6,7.650354884,20,400,50
36,7,7.364593932,21,441,41
37,1,7.574813295,12,144,52
37,2,7.358275522,13,169,47
37,3,7.768199561,14,196,50
37,4,7.411768502,15,225,49
37,5,7.889945925,16,256,50
37,6,7.763261067,17,289,48
37,7,7.856181932,18,324,49
38,1,6.856431226,10,100,48
38,2,6.096196053,11,121,49
38,3,6.103654848,12,144,48
38,4,6.700545251,13,169,48
38,5,6.768385399,14,196,49
38,6,6.59564768,15,225,48
38,7,7.510457763,16,256,49
39,1,7.276044269,6,36,47
39,2,6.683698048,7,49,51
39,3,7.1418705,8,64,48
39,4,6.648021944,9,81,50
39,5,7.35944899,10,100,50
39,6,7.685238625,11,121,52
39,7,7.416431862,12,144,51
40,1,7.0183378,30,900,47
40,2,7.061419976,31,961,39
40,3,7.453378319,32,1024,32
40,4,7.635118282,33,1089,35
40,5,6.842826351,34,1156,47
40,6,7.198106467,35,1225,45
40,7,8.276222082,36,1296,47
41,1,7.650799394,20,400,50
41,2,7.258992074,21,441,50
41,3,8.321347259,22,484,50
41,4,7.716192951,23,529,50
41,5,7.966832837,24,576,50
41,6,7.61588662,25,625,48
41,7,8.200493953,26,676,47
42,1,6.369867928,30,900,38
42,2,6.539231307,31,961,41
42,3,6.74019571,32,1024,51
42,4,7.242407768,33,1089,50
42,5,7.503841064,34,1156,42
42,6,7.479526905,35,1225,50
42,7,7.448856176,36,1296,49
43,1,7.342772648,5,25,49
43,2,6.876077126,6,36,47
43,3,7.205272163,7,49,48
43,4,7.579198939,8,64,49
43,5,7.591094392,9,81,46
43,6,8.064274339,10,100,45
43,7,7.603222214,11,121,49
44,1,7.38027458,7,49,48
44,2,7.197473434,8,64,48
44,3,8.036116348,9,81,48
44,4,8.256716321,10,100,47
44,5,8.391501379,11,121,46
44,6,8.309632448,12,144,46
44,7,7.615135736,13,169,46
45,1,6.647498578,13,169,49
45,2,6.477112701,14,196,50
45,3,6.5866907,15,225,50
45,4,7.270866661,16,256,50
45,5,6.664452514,17,289,50
45,6,7.410065415,18,324,50
45,7,7.390346183,19,361,49
46,1,6.759001782,6,36,42
46,2,6.542241013,7,49,44
46,3,6.385249931,8,64,48
46,4,6.550390716,9,81,47
46,5,7.202944216,10,100,48
46,6,6.886956442,11,121,47
46,7,7.210419682,12,144,47
47,1,6.972768803,26,676,48
47,2,7.204282098,27,729,49
47,3,7.346216615,28,784,48
47,4,7.807532141,29,841,48
47,5,7.6916881,30,900,48
47,6,7.278406801,31,961,47
47,7,7.75141255,32,1024,48
48,1,7.451977636,26,676,50
48,2,7.425727107,27,729,50
48,3,7.134491148,28,784,50
48,4,7.24246436,29,841,50
48,5,8.022524872,30,900,48
48,6,7.519457285,31,961,41
48,7,8.343648527,32,1024,49
49,1,7.834920523,31,961,47
49,2,7.904942502,32,1024,46
49,3,8.126515427,33,1089,47
49,4,8.381767805,34,1156,48
49,5,8.226665985,35,1225,47
49,6,8.357748974,36,1296,49
49,7,8.108391321,37,1369,48
50,1,7.101674816,31,961,50
50,2,6.576954209,32,1024,45
50,3,6.920313138,33,1089,43
50,4,7.524254492,34,1156,48
50,5,6.683898123,35,1225,46
50,6,7.672228804,36,1296,32
50,7,7.106872266,37,1369,28
51,1,7.808744787,31,961,45
51,2,7.162259595,32,1024,48
51,3,7.863817755,33,1089,48
51,4,8.35110392,34,1156,47
51,5,8.626324748,35,1225,48
51,6,8.78002583,36,1296,47
51,7,8.370189611,37,1369,44
52,1,7.855438707,25,625,46
52,2,7.112212021,26,676,49
52,3,7.468105669,27,729,49
52,4,7.718088755,28,784,48
52,5,7.995316713,29,841,48
52,6,8.564429148,30,900,48
52,7,8.271251966,31,961,49
53,1,6.715290449,13,169,47
53,2,7.444849931,14,196,49
53,3,7.791028097,15,225,48
53,4,7.638252405,16,256,49
53,5,7.351190479,17,289,48
53,6,7.574421237,18,324,47
53,7,8.044497417,19,361,48
54,1,7.187798225,13,169,47
54,2,7.292223351,14,196,52
54,3,7.451868086,15,225,51
54,4,7.236924655,16,256,51
54,5,7.821780002,17,289,49
54,6,7.400378455,18,324,49
54,7,7.456710464,19,361,50
55,1,7.247750277,32,1024,49
55,2,7.798252748,33,1089,49
55,3,7.41745577,34,1156,49
55,4,7.748665635,35,1225,47
55,5,7.821339435,36,1296,48
55,6,7.860919899,37,1369,47
55,7,7.59408102,38,1444,46
56,1,6.755027684,23,529,51
56,2,6.29154968,24,576,49
56,3,7.150653264,25,625,52
56,4,7.273847752,26,676,52
56,5,6.669667395,27,729,48
56,6,6.806658261,28,784,50
56,7,6.628089973,29,841,50
57,1,6.644765553,21,441,47
57,2,6.716781533,22,484,49
57,3,6.505602348,23,529,49
57,4,7.466586362,24,576,49
57,5,7.133173631,25,625,47
57,6,7.223781524,26,676,48
57,7,7.247367917,27,729,48
58,1,6.666832848,37,1369,49
58,2,7.17937197,38,1444,48
58,3,7.630330803,39,1521,40
58,4,7.556235984,40,1600,48
58,5,7.21760765,41,1681,48
58,6,7.618686114,42,1764,48
58,7,7.248416396,43,1849,48
59,1,7.014412262,26,676,48
59,2,7.502193005,27,729,49
59,3,7.474010091,28,784,48
59,4,8.216913464,29,841,47
59,5,7.575665105,30,900,46
59,6,7.837578047,31,961,48
59,7,7.693728124,32,1024,46
60,1,6.30193892,18,324,46
60,2,6.956181875,19,361,39
60,3,6.218370798,20,400,44
60,4,6.742063643,21,441,49
60,5,6.668453472,22,484,48
60,6,6.825505022,23,529,47
60,7,6.65201466,24,576,43
61,1,6.916558997,24,576,50
61,2,7.019894557,25,625,51
61,3,7.596034455,26,676,51
61,4,7.914668488,27,729,50
61,5,7.320336129,28,784,22
61,6,7.060096068,29,841,41
61,7,8.01417346,30,900,26
62,1,6.858552903,7,49,50
62,2,6.990845319,8,64,50
62,3,7.195028983,9,81,50
62,4,7.31872254,10,100,50
62,5,7.10835265,11,121,49
62,6,8.000107183,12,144,49
62,7,7.737249375,13,169,49
63,1,7.431882049,11,121,50
63,2,7.274106437,12,144,49
63,3,7.977048013,13,169,50
63,4,8.060157679,14,196,49
63,5,8.02000574,15,225,49
63,6,8.146672996,16,256,48
63,7,7.916784191,17,289,50
64,1,6.829989874,34,1156,44
64,2,6.485709923,35,1225,46
64,3,7.232571767,36,1296,49
64,4,7.463323011,37,1369,48
64,5,7.126287383,38,1444,45
64,6,7.573026157,39,1521,47
64,7,7.773443955,40,1600,50
65,1,7.208817451,30,900,46
65,2,6.656366049,31,961,44
65,3,7.351780976,32,1024,45
65,4,6.847724463,33,1089,46
65,5,7.685929456,34,1156,36
65,6,7.420467329,35,1225,45
65,7,7.691429772,36,1296,45
66,1,7.125667738,20,400,49
66,2,7.047496756,21,441,49
66,3,6.613845241,22,484,47
66,4,6.878159419,23,529,49
66,5,7.652728965,24,576,47
66,6,7.68197023,25,625,44
66,7,7.280583119,26,676,48
67,1,6.320506668,28,784,50
67,2,6.690076442,29,841,50
67,3,6.673409051,30,900,49
67,4,6.82842515,31,961,50
67,5,7.021272018,32,1024,50
67,6,7.258286417,33,1089,50
67,7,7.072982285,34,1156,49
68,1,7.365289199,34,1156,40
68,2,7.354418884,35,1225,47
68,3,6.749289474,36,1296,42
68,4,7.228245936,37,1369,45
68,5,7.007237129,38,1444,47
68,6,7.469041767,39,1521,47
68,7,7.522678551,40,1600,46
69,1,7.281374013,27,729,49
69,2,6.891426584,28,784,46
69,3,6.694649638,29,841,47
69,4,6.761107278,30,900,47
69,5,7.123542176,31,961,47
69,6,7.548177996,32,1024,48
69,7,7.462227909,33,1089,48
70,1,6.917689252,8,64,49
70,2,6.684691096,9,81,48
70,3,7.130605001,10,100,49
70,4,7.130185088,11,121,49
70,5,6.983661236,12,144,48
70,6,7.601256608,13,169,48
70,7,7.249260621,14,196,48
71,1,6.719347807,7,49,48
71,2,7.704411905,8,64,49
71,3,7.135098189,9,81,49
71,4,7.891844749,10,100,48
71,5,7.273998271,11,121,46
71,6,7.811304166,12,144,48
71,7,8.147082784,13,169,48
72,1,7.000659456,11,121,40
72,2,6.848980896,12,144,40
72,3,6.800820076,13,169,42
72,4,7.299184699,14,196,40
72,5,7.059010522,15,225,40
72,6,7.303733817,16,256,40
72,7,7.329380838,17,289,42
73,1,6.907683272,13,169,49
73,2,6.823497526,14,196,49
73,3,7.147587109,15,225,49
73,4,7.538161405,16,256,48
73,5,7.360642958,17,289,47
73,6,7.109540553,18,324,47
73,7,7.998977847,19,361,47
74,1,5.890624321,3,9,51
74,2,5.547979244,4,16,51
74,3,5.975680953,5,25,51
74,4,6.376987017,6,36,45
74,5,6.256281471,7,49,50
74,6,6.249861238,8,64,50
74,7,6.686242262,9,81,52
75,1,5.686280132,23,529,36
75,2,6.575792679,24,576,51
75,3,6.850963997,25,625,51
75,4,6.978698917,26,676,24
75,5,6.927856756,27,729,50
75,6,6.489515418,28,784,51
75,7,6.958200176,29,841,47
76,1,5.820430779,9,81,51
76,2,5.676788732,10,100,47
76,3,6.290368387,11,121,50
76,4,6.447595991,12,144,48
76,5,6.192687709,13,169,47
76,6,6.616055836,14,196,47
76,7,6.497685643,15,225,49
77,1,5.553024166,10,100,48
77,2,6.347770004,11,121,52
77,3,6.901494303,12,144,51
77,4,6.161726818,13,169,50
77,5,6.290039388,14,196,39
77,6,6.64978739,15,225,29
77,7,7.164386076,16,256,39
78,1,5.874667596,37,1369,44
78,2,6.040472083,38,1444,52
78,3,6.00567075,39,1521,46
78,4,7.075980724,40,1600,48
78,5,6.793593401,41,1681,49
78,6,6.227646237,42,1764,50
78,7,6.318345668,43,1849,50
79,1,5.612317853,10,100,50
79,2,5.535929102,11,121,50
79,3,6.292534451,12,144,50
79,4,6.538271626,13,169,50
79,5,5.87961147,14,196,37
79,6,6.66137097,15,225,50
79,7,6.243507556,16,256,50
80,1,7.542636732,5,25,48
80,2,7.128502159,6,36,50
80,3,7.467768776,7,49,50
80,4,7.785490929,8,64,50
80,5,7.946816413,9,81,50
80,6,7.148006749,10,100,50
80,7,8.044520851,11,121,50
81,1,6.979537961,6,36,46
81,2,6.975025351,7,49,48
81,3,7.294023736,8,64,47
81,4,7.066354619,9,81,49
81,5,7.512185594,10,100,49
81,6,7.733402311,11,121,49
81,7,7.632910595,12,144,50
82,1,7.237133876,22,484,50
82,2,7.161428659,23,529,49
82,3,7.601430221,24,576,44
82,4,7.430046397,25,625,38
82,5,7.34569692,26,676,49
82,6,7.464071956,27,729,50
82,7,7.942108487,28,784,36
83,1,6.800392259,12,144,47
83,2,6.688575012,13,169,46
83,3,6.57912715,14,196,47
83,4,7.27014521,15,225,42
83,5,6.627875113,16,256,48
83,6,7.004693004,17,289,47
83,7,6.6673481,18,324,46
84,1,7.232791669,38,1444,42
84,2,6.720429588,39,1521,34
84,3,7.407956441,40,1600,48
84,4,6.437173213,41,1681,46
84,5,7.544862993,42,1764,49
84,6,7.837410176,43,1849,34
84,7,7.579762703,44,1936,47
85,1,6.371478074,15,225,51
85,2,6.811844505,16,256,49
85,3,6.547470865,17,289,50
85,4,7.255472502,18,324,50
85,5,6.623589574,19,361,48
85,6,7.326031526,20,400,50
85,7,6.709761526,21,441,49
86,1,7.157492018,3,9,37
86,2,7.49375708,4,16,49
86,3,7.099541689,5,25,38
86,4,6.659288326,6,36,49
86,5,6.844931399,7,49,39
86,6,7.654724631,8,64,51
86,7,7.037726923,9,81,48
87,1,6.988657559,12,144,41
87,2,7.285803789,13,169,49
87,3,6.803356488,14,196,32
87,4,7.767148842,15,225,50
87,5,7.584641305,16,256,46
87,6,7.210545141,17,289,49
87,7,7.790042113,18,324,49
88,1,6.881689433,5,25,49
88,2,6.545095226,6,36,48
88,3,7.452429215,7,49,48
88,4,7.394812514,8,64,48
88,5,7.458546632,9,81,48
88,6,7.224619266,10,100,47
88,7,7.556074357,11,121,49
89,1,7.007743468,11,121,48
89,2,6.739128678,12,144,47
89,3,7.129370968,13,169,50
89,4,6.858958499,14,196,50
89,5,7.474851244,15,225,49
89,6,6.850659971,16,256,49
89,7,7.558974342,17,289,49
90,1,6.322250125,1,1,48
90,2,6.796180892,2,4,48
90,3,6.863812638,3,9,48
90,4,6.670018527,4,16,48
90,5,7.106420183,5,25,47
90,6,7.132750852,6,36,47
90,7,6.759500562,7,49,49
91,1,7.063464872,10,100,39
91,2,6.5238967,11,121,21
91,3,6.799975088,12,144,40
91,4,7.306693869,13,169,50
91,5,7.277171673,14,196,50
91,6,7.819333567,15,225,43
91,7,7.756781053,16,256,42
92,1,6.940424515,5,25,50
92,2,7.322820593,6,36,49
92,3,6.924097319,7,49,45
92,4,6.883340282,8,64,38
92,5,7.51226391,9,81,48
92,6,7.496150234,10,100,17
92,7,7.490210017,11,121,47
93,1,6.971106791,33,1089,49
93,2,6.977976897,34,1156,34
93,3,6.281147775,35,1225,51
93,4,6.88547474,36,1296,50
93,5,6.837800872,37,1369,50
93,6,7.181047791,38,1444,46
93,7,7.553077601,39,1521,31
94,1,7.025032051,11,121,36
94,2,7.526267064,12,144,36
94,3,7.483157171,13,169,38
94,4,7.871422325,14,196,36
94,5,7.892492367,15,225,38
94,6,7.88745025,16,256,41
94,7,7.836945073,17,289,34
95,1,6.793375696,37,1369,48
95,2,6.355621033,38,1444,48
95,3,7.024564057,39,1521,35
95,4,6.959746274,40,1600,47
95,5,6.757361362,41,1681,46
95,6,7.319154286,42,1764,47
95,7,7.300255077,43,1849,47
96,1,7.860528569,29,841,50
96,2,7.611159224,30,900,50
96,3,8.172337151,31,961,50
96,4,7.946406687,32,1024,49
96,5,7.535009031,33,1089,49
96,6,8.08071592,34,1156,48
96,7,8.041678614,35,1225,49
97,1,6.46217383,30,900,39
97,2,7.106078661,31,961,50
97,3,7.291788182,32,1024,50
97,4,7.284059075,33,1089,49
97,5,7.104549573,34,1156,49
97,6,6.924350982,35,1225,49
97,7,6.88647938,36,1296,48
98,1,7.511523604,16,256,50
98,2,7.077655886,17,289,52
98,3,7.658754276,18,324,52
98,4,7.286446022,19,361,52
98,5,8.151389737,20,400,50
98,6,7.914926118,21,441,50
98,7,8.088598244,22,484,50
99,1,6.489471907,12,144,49
99,2,6.714732868,13,169,49
99,3,6.001210973,14,196,50
99,4,6.31377808,15,225,45
99,5,7.016560092,16,256,47
99,6,6.787358765,17,289,45
99,7,7.227973605,18,324,49
100,1,6.554173053,8,64,44
100,2,6.983697988,9,81,51
100,3,7.189756725,10,100,51
100,4,6.511560167,11,121,51
100,5,6.669475377,12,144,50
100,6,7.159938826,13,169,51
100,7,6.633414399,14,196,51
101,1,7.692893781,29,841,47
101,2,7.774880452,30,900,47
101,3,6.895861753,31,961,36
101,4,7.691468171,32,1024,46
101,5,7.494522518,33,1089,43
101,6,8.179682009,34,1156,44
101,7,7.537983371,35,1225,45
102,1,7.184053987,3,9,50
102,2,7.586339365,4,16,50
102,3,7.183588213,5,25,49
102,4,7.62796612,6,36,48
102,5,7.556037765,7,49,49
102,6,7.661539089,8,64,49
102,7,7.636023912,9,81,49
103,1,6.837066983,14,196,35
103,2,7.304819955,15,225,35
103,3,7.421178122,16,256,44
103,4,7.392821857,17,289,43
103,5,7.339963686,18,324,42
103,6,7.209415698,19,361,42
103,7,7.607312206,20,400,43
104,1,6.661357303,17,289,52
104,2,6.073341863,18,324,51
104,3,6.374160079,19,361,50
104,4,6.873538484,20,400,50
104,5,6.245633652,21,441,50
104,6,6.871363268,22,484,49
104,7,6.518573925,23,529,48
105,1,7.091621953,11,121,49
105,2,7.436019399,12,144,48
105,3,7.3182358,13,169,47
105,4,7.198456916,14,196,48
105,5,7.196462425,15,225,49
105,6,7.954512336,16,256,46
105,7,8.147363326,17,289,47
106,1,6.390150013,6,36,49
106,2,6.574402407,7,49,51
106,3,6.918339665,8,64,50
106,4,7.441998666,9,81,49
106,5,7.798399834,10,100,49
106,6,6.979905186,11,121,48
106,7,7.763907157,12,144,49
107,1,7.720161811,31,961,47
107,2,7.061887341,32,1024,48
107,3,8.004605683,33,1089,48
107,4,8.008496762,34,1156,45
107,5,7.84618136,35,1225,41
107,6,7.866232647,36,1296,42
107,7,8.371521504,37,1369,47
108,1,6.693648594,15,225,31
108,2,6.738510056,16,256,51
108,3,7.415740949,17,289,45
108,4,6.824878123,18,324,49
108,5,6.634559186,19,361,48
108,6,7.70859557,20,400,47
108,7,7.162531609,21,441,45
109,1,6.781225928,25,625,48
109,2,7.707933339,26,676,48
109,3,7.568097424,27,729,48
109,4,7.933703415,28,784,47
109,5,7.653203566,29,841,47
109,6,8.129296376,30,900,47
109,7,8.222299457,31,961,49
110,1,7.205882782,37,1369,47
110,2,7.240434335,38,1444,46
110,3,7.022741609,39,1521,46
110,4,7.204476042,40,1600,46
110,5,7.047902317,41,1681,47
110,6,7.101598293,42,1764,47
110,7,7.091291456,43,1849,40
111,1,7.107276823,6,36,50
111,2,6.52871535,7,49,49
111,3,7.083977844,8,64,49
111,4,6.780785025,9,81,49
111,5,7.704529923,10,100,51
111,6,7.433357936,11,121,52
111,7,7.830001251,12,144,49
112,1,7.122249211,19,361,49
112,2,7.320803063,20,400,49
112,3,7.987379136,21,441,49
112,4,7.573107371,22,484,48
112,5,7.696049927,23,529,46
112,6,7.926489681,24,576,46
112,7,7.816462698,25,625,48
113,1,7.221956334,27,729,39
113,2,7.776800622,28,784,36
113,3,7.874263881,29,841,50
113,4,7.776327938,30,900,48
113,5,8.136654658,31,961,48
113,6,7.590862361,32,1024,39
113,7,8.187723066,33,1089,39
114,1,6.611989766,29,841,50
114,2,6.956598319,30,900,50
114,3,7.042916726,31,961,50
114,4,6.76230078,32,1024,50
114,5,6.60117912,33,1089,49
114,6,6.398538592,34,1156,49
114,7,6.707647989,35,1225,49
115,1,7.057897273,14,196,49
115,2,7.671708563,15,225,49
115,3,7.076946986,16,256,49
115,4,7.943797268,17,289,49
115,5,7.723854176,18,324,49
115,6,8.086486196,19,361,49
115,7,7.675710714,20,400,48
116,1,7.452423348,14,196,50
116,2,7.751700358,15,225,50
116,3,7.493678767,16,256,49
116,4,7.715693786,17,289,48
116,5,7.103554298,18,324,50
116,6,7.241228468,19,361,49
116,7,7.566764212,20,400,48
117,1,7.427253728,14,196,38
117,2,6.581297545,15,225,36
117,3,6.721559062,16,256,39
117,4,7.2177315,17,289,42
117,5,6.996081619,18,324,39
117,6,7.848517212,19,361,27
117,7,7.992713617,20,400,43
118,1,7.564863667,25,625,41
118,2,7.093391822,26,676,48
118,3,7.136736736,27,729,48
118,4,7.205267116,28,784,47
118,5,7.456512086,29,841,41
118,6,7.258107385,30,900,43
118,7,7.882040441,31,961,47
119,1,7.775683696,16,256,50
119,2,7.448091617,17,289,50
119,3,8.450999049,18,324,51
119,4,9.137467434,19,361,49
119,5,8.714366845,20,400,52
119,6,8.216589629,21,441,50
119,7,8.774399532,22,484,50
120,1,6.659503369,14,196,51
120,2,6.619634588,15,225,50
120,3,7.906240951,16,256,50
120,4,7.404757311,17,289,49
120,5,6.926991767,18,324,50
120,6,7.844610586,19,361,50
120,7,6.966013531,20,400,49
121,1,7.422211851,13,169,51
121,2,7.629729019,14,196,49
121,3,8.429307582,15,225,49
121,4,7.62289968,16,256,48
121,5,7.869332097,17,289,49
121,6,8.335049696,18,324,50
121,7,8.18786445,19,361,49
122,1,7.386874625,15,225,49
122,2,7.53539566,16,256,48
122,3,7.730369891,17,289,48
122,4,7.968490917,18,324,49
122,5,7.725178197,19,361,48
122,6,7.118993497,20,400,49
122,7,7.22929727,21,441,50
123,1,7.013653119,27,729,47
123,2,7.208239668,28,784,43
123,3,7.535477985,29,841,50
123,4,6.956555341,30,900,47
123,5,7.458723915,31,961,47
123,6,7.454212544,32,1024,39
123,7,7.953083656,33,1089,29
124,1,7.868393049,28,784,49
